"lng","lat","popups"
121.547625389473,25.0281958700811,"<p>合維</p><p>(02)27077030        </p><p>台北市大安區四維路170巷8號1樓</p>"
121.554426,25.020451,"<p>安居</p><p>(02)27332560        </p><p>台北市大安區安居街33號</p>"
121.54642,25.033132,"<p>安信</p><p>(02)27050827        </p><p>台北市大安區信義路四段74號1樓</p>"
121.539647,25.042414,"<p>佑安</p><p>(02)27752136        </p><p>台北市大安區忠孝東路三段217巷1弄2號</p>"
121.550839,25.024519,"<p>技安</p><p>(02)27375613        </p><p>台北市大安區和平東路3段97號</p>"
121.537167,25.023057,"<p>辛亥</p><p>(02)23630291        </p><p>台北市大安區辛亥路2段57號</p>"
121.554624,25.02222,"<p>和安</p><p>(02)27355311        </p><p>台北市大安區和平東路三段230號</p>"
121.525706,25.026918,"<p>和金</p><p>(02)23414965        </p><p>台北市大安區和平東路1段91號</p>"
121.531704,25.026457,"<p>和泰</p><p>(02)23915933        </p><p>台北市大安區和平東路一段169號</p>"
121.555705,25.036636,"<p>延吉</p><p>(02)27087348        </p><p>台北市大安區延吉街237號</p>"
121.548273,25.021004,"<p>昇隆</p><p>(02)27328454        </p><p>台北市大安區敦化南路2段238號</p>"
121.551057392316,25.0386879066647,"<p>欣安和</p><p>(02)87730039        </p><p>台北市大安區安和路一段47號</p>"
121.556496395919,25.0283868706027,"<p>欣隆昌</p><p>(02)23782716        </p><p>台北市大安區基隆路2段142之1號及142之2號</p>"
121.538598383252,25.0380979048053,"<p>芙蓉</p><p>(02)27007482        </p><p>台北市大安區仁愛路三段74號1樓</p>"
121.537272,25.036371,"<p>花市</p><p>(02)27552540        </p><p>台北市大安區建國南路一段274號</p>"
121.526940374646,25.0332818881702,"<p>金信</p><p>(02)23215183        </p><p>台北市大安區金山南路2段18號1樓</p>"
121.528431,25.029814,"<p>金華</p><p>(02)23945455        </p><p>台北市大安區金華街140之1號</p>"
121.54534,25.01781,"<p>長星</p><p>(02)27395493        </p><p>台北市大安區基隆路3段85號</p>"
121.538664,25.03365,"<p>信中</p><p>(02)27033810        </p><p>台北市大安區信義路三段101號</p>"
121.54589,25.034291,"<p>信安</p><p>(02)27048829        </p><p>台北市大安區大安路一段218號</p>"
121.554413,25.034224,"<p>信義</p><p>(02)27005388        </p><p>台北市大安區信義路4段265巷12弄1號</p>"
121.544676,25.033141,"<p>信興</p><p>(02)27018486        </p><p>台北市大安區信義路四段32號</p>"
121.550671,25.042638,"<p>建安</p><p>(02)87730985        </p><p>台北市大安區敦化南路一段187巷29號</p>"
